procurement_id,date,school_id,vendor_name,grain_type,quantity,unit,total_cost,payment_status,quantity_kg,quantity_missing,cost_missing,payment_status_missing
MDM006254,2026-09-02,SCH0249,S. Agro Works,Lentils,,,4455.0,PAID,,True,False,False
MDM009002,2025-08-11,SCH0266,Sharma Traders,Cooking Oil,55700.0,Grams,6684.0,DUE,55.7,False,False,False
MDM005497,2025-06-19,SCH0526,S. Agro Works,Dal,18.7,Kg,1683.0,UNKNOWN,18.7,False,False,False
MDM007670,2025-06-02,SCH0221,Sharma & Sons,Rice,14200.0,Grams,568.0,PAID,14.2,False,False,False
MDM000943,2025-09-06,SCH0284,Singh Agro,Wheat,0.772,Bori,1158.0,PENDING,38.6,False,False,False
MDM010079,2026-01-09,SCH0133,goyal mill,Rice,0.912,Bags,1824.0,UNKNOWN,45.6,False,False,False
MDM003236,2025-05-01,SCH0197,goyal mill,Dal,0.934,Sacks,4203.0,PAID,46.7,False,False,False
MDM003258,2025-05-02,SCH0585,S. Agro Works,Rice,35.6,Kg,1424.0,DUE,35.6,False,False,False
MDM009358,2026-03-13,SCH0058,kumar general store,Wheat,35200.0,Grams,1056.0,DUE,35.2,False,False,False
MDM009121,2026-01-15,SCH0223,Sharma Traders,Wheat,34700.0,Grams,1041.0,PENDING,34.7,False,False,False
MDM000177,2025-06-26,SCH0096,goyal mill,Rice,32.5,Kg,1300.0,PENDING,32.5,False,False,False
MDM000436,2025-09-14,SCH0136,Kumar & Co.,Wheat,20.0,Kg,600.0,UNKNOWN,20.0,False,False,False
MDM010655,2026-01-26,SCH0279,Sharma Traders,Rice,38.7,Kg,1548.0,DUE,38.7,False,False,False
MDM000309,2025-11-25,SCH0113,Kumar & Co.,Atta,24800.0,Grams,744.0,PENDING,24.8,False,False,False
MDM001566,2025-12-18,SCH0099,Goyal Rice Mill,Mustard Oil,29.7,Kg,3564.0,PENDING,29.7,False,False,False
MDM003965,2026-02-07,SCH0369,goyal mill,Cooking Oil,11.3,Kg,1356.0,PAID,11.3,False,False,False
MDM002136,2025-10-21,SCH0207,Singh Agro,Cooking Oil,13.5,Kg,1620.0,DUE,13.5,False,False,False
MDM011755,2025-09-30,SCH0220,Singh Agro,Pulses,48.8,Kg,4392.0,PAID,48.8,False,False,False
MDM010843,2025-10-06,SCH0153,Sharma Traders,Dal,0.622,Bori,2799.0,UNKNOWN,31.1,False,False,False
MDM004978,2025-02-05,SCH0386,Singh Brothers,Rice,36.6,Kg,1464.0,UNKNOWN,36.6,False,False,True
MDM006197,2025-05-06,SCH0156,S. Agro Works,Lentils,28.3,Kg,2547.0,PENDING,28.3,False,False,False
MDM010110,2025-07-06,SCH0058,Sharma Traders,Lentils,39600.0,Grams,3564.0,UNKNOWN,39.6,False,False,True
MDM000596,2025-11-07,SCH0421,goyal mill,Lentils,0.736,50kg Bags,3312.0,UNKNOWN,36.8,False,False,True
MDM005614,2026-02-10,SCH0474,Goyal Enterprises,Mustard Oil,59.8,Kg,7176.0,PAID,59.8,False,False,False
MDM004626,2026-01-23,SCH0559,Goyal Rice Mill,Cooking Oil,1.006,Bags,6036.0,PENDING,50.3,False,False,False
MDM005333,2025-08-25,SCH0305,kumar general store,Mustard Oil,27.8,Kg,3336.0,DUE,27.8,False,False,False
MDM008332,2026-01-22,SCH0111,Goyal Enterprises,Atta,0.978,Bags,1467.0,PAID,48.9,False,False,False
MDM010270,2026-03-03,SCH0076,Goyal Rice Mill,Dal,14.7,Kg,1323.0,DUE,14.7,False,False,False
MDM002624,2025-08-16,SCH0055,kumar general store,Dal,15300.0,Grams,1377.0,UNKNOWN,15.3,False,False,False
MDM004573,2025-05-15,SCH0277,Goyal Rice Mill,Rice,17.0,Kg,680.0,UNKNOWN,17.0,False,False,True
MDM009372,2026-12-02,SCH0408,Singh Brothers,Rice,57.2,Kg,2288.0,PENDING,57.2,False,False,False
MDM011300,2025-01-08,SCH0534,Goyal Rice Mill,Rice,0.75,50kg Bags,1500.0,DUE,37.5,False,False,False
MDM000232,2026-03-23,SCH0596,Singh Agro,Dal,28.4,Kg,2556.0,PAID,28.4,False,False,False
MDM000180,2025-11-24,SCH0433,Goyal Enterprises,Rice,,,452.0,PENDING,,True,False,False
MDM000738,2025-04-25,SCH0208,Singh Brothers,Dal,52.1,Kg,4689.0,UNKNOWN,52.1,False,False,False
MDM011878,2025-04-12,SCH0515,Singh Agro,Wheat,,,348.0,UNKNOWN,,True,False,False
MDM009397,2026-06-02,SCH0309,Sharma Traders,Rice,1.184,Bags,2368.0,DUE,59.2,False,False,False
MDM009054,2025-08-09,SCH0288,Goyal Enterprises,Dal,19.5,Kg,1755.0,PAID,19.5,False,False,False
MDM007837,2026-01-09,SCH0361,Singh Brothers,Mustard Oil,43.9,Kg,5268.0,PAID,43.9,False,False,False
MDM008514,2025-07-03,SCH0482,Goyal Rice Mill,Rice,57700.0,Grams,2308.0,UNKNOWN,57.7,False,False,False
MDM007853,2025-07-23,SCH0135,goyal mill,Cooking Oil,36.9,Kg,4428.0,UNKNOWN,36.9,False,False,True
MDM005956,2026-03-09,SCH0335,Kumar & Co.,Dal,21.0,Kg,1890.0,DUE,21.0,False,False,False
MDM001322,2025-12-07,SCH0575,Singh Agro,Cooking Oil,0.496,Bori,2976.0,PENDING,24.8,False,False,False
MDM001996,2025-10-10,SCH0600,S. Agro Works,Wheat,0.6579999999999999,Bags,987.0,UNKNOWN,32.9,False,False,False
MDM006518,2026-02-14,SCH0486,Kumar Supplies,Rice,57500.0,Grams,2300.0,UNKNOWN,57.5,False,False,False
MDM005613,2025-11-13,SCH0100,Singh Brothers,Pulses,19.8,Kg,1782.0,PENDING,19.8,False,False,False
MDM007961,2026-02-28,SCH0488,Sharma Traders,Dal,18200.0,Grams,1638.0,PAID,18.2,False,False,False
MDM007363,2025-12-17,SCH0565,Sharma Traders,Lentils,55.4,Kg,4986.0,UNKNOWN,55.4,False,False,False
MDM000801,2026-01-27,SCH0102,goyal mill,Rice,30.5,Kg,1220.0,PAID,30.5,False,False,False
MDM009357,2025-07-14,SCH0351,Goyal Enterprises,Wheat,50400.0,Grams,1512.0,UNKNOWN,50.4,False,False,True
MDM002087,2025-09-07,SCH0471,Kumar Supplies,Rice,32.7,Kg,1308.0,PAID,32.7,False,False,False
MDM007560,2025-10-08,SCH0224,goyal mill,Dal,48.8,Kg,4392.0,PAID,48.8,False,False,False
MDM000070,2025-04-26,SCH0339,Singh Agro,Pulses,,,5202.0,UNKNOWN,,True,False,False
MDM005368,2025-10-23,SCH0189,kumar general store,Wheat,0.674,Bori,1011.0,UNKNOWN,33.7,False,False,True
MDM006522,2026-11-03,SCH0012,Singh Brothers,Rice,1.096,Sacks,2192.0,UNKNOWN,54.8,False,False,True
MDM008372,2025-08-13,SCH0239,kumar general store,Cooking Oil,14.7,Kg,1764.0,UNKNOWN,14.7,False,False,False
MDM005171,2025-04-19,SCH0048,Goyal Rice Mill,Dal,14.0,Kg,1260.0,UNKNOWN,14.0,False,False,False
MDM001681,2025-05-23,SCH0404,Sharma & Sons,Rice,1.06,Bags,,PENDING,53.0,False,True,False
MDM000378,2025-06-20,SCH0293,Singh Agro,Rice,20.3,Kg,812.0,PAID,20.3,False,False,False
MDM001470,2025-06-21,SCH0354,goyal mill,Mustard Oil,0.274,Bags,,UNKNOWN,13.7,False,True,False
MDM002604,2025-10-23,SCH0334,Goyal Enterprises,Wheat,0.44,Bags,660.0,PENDING,22.0,False,False,False
MDM004182,2025-09-30,SCH0050,Goyal Enterprises,Rice,50.5,Kg,2020.0,UNKNOWN,50.5,False,False,False
MDM008236,2025-07-01,SCH0535,Goyal Rice Mill,Lentils,55.1,Kg,4959.0,PENDING,55.1,False,False,False
MDM004506,2025-07-09,SCH0448,Singh Brothers,Wheat,,,495.0,UNKNOWN,,True,False,False
MDM008178,2025-07-20,SCH0394,kumar general store,Rice,,,480.0,DUE,,True,False,False
MDM004231,2025-08-20,SCH0261,Sharma Traders,Rice,,,1980.0,PENDING,,True,False,False
MDM003092,2025-09-01,SCH0324,S. Agro Works,Pulses,58.7,Kg,5283.0,PAID,58.7,False,False,False
MDM002727,2025-12-08,SCH0532,kumar general store,Rice,22.9,Kg,916.0,PAID,22.9,False,False,False
MDM000478,2025-10-04,SCH0419,Singh Brothers,Rice,15.8,Kg,,UNKNOWN,15.8,False,True,False
MDM001330,2025-12-14,SCH0580,Sharma Traders,Rice,47.6,Kg,1904.0,UNKNOWN,47.6,False,False,False
MDM002284,2025-11-26,SCH0219,Sharma Traders,Wheat,50000.0,Grams,1500.0,UNKNOWN,50.0,False,False,True
MDM003733,2025-09-07,SCH0270,Goyal Rice Mill,Rice,22.1,Kg,884.0,UNKNOWN,22.1,False,False,True
MDM011920,2025-09-15,SCH0151,kumar general store,Dal,23.2,Kg,2088.0,UNKNOWN,23.2,False,False,False
MDM000752,2025-06-22,SCH0158,S. Agro Works,Dal,20.8,Kg,1872.0,UNKNOWN,20.8,False,False,True
MDM006250,2026-02-23,SCH0099,Goyal Enterprises,Wheat,0.308,Bags,462.0,UNKNOWN,15.4,False,False,False
MDM000874,2025-06-17,SCH0298,Sharma & Sons,Rice,24300.0,Grams,972.0,UNKNOWN,24.3,False,False,True
MDM007972,2025-12-23,SCH0237,goyal mill,Atta,14.4,Kg,432.0,DUE,14.4,False,False,False
MDM007909,2025-04-14,SCH0500,Kumar & Co.,Lentils,26.0,Kg,2340.0,DUE,26.0,False,False,False
MDM004565,2026-02-26,SCH0455,Singh Brothers,Wheat,11100.0,Grams,333.0,UNKNOWN,11.1,False,False,False
MDM001546,2025-08-06,SCH0309,Kumar & Co.,Rice,35.4,Kg,1416.0,PAID,35.4,False,False,False
MDM000740,2025-09-04,SCH0080,Singh Agro,Dal,0.61,Bori,2745.0,DUE,30.5,False,False,False
MDM010577,2026-03-16,SCH0498,Singh Brothers,Wheat,26400.0,Grams,792.0,UNKNOWN,26.4,False,False,True
MDM002684,2026-10-02,SCH0077,Sharma Traders,Rice,35.5,Kg,1420.0,DUE,35.5,False,False,False
MDM009479,2025-09-27,SCH0459,Sharma Traders,Mustard Oil,47.3,Kg,5676.0,PENDING,47.3,False,False,False
MDM009137,2025-06-15,SCH0426,Singh Brothers,Rice,42.2,Kg,1688.0,UNKNOWN,42.2,False,False,False
MDM005122,2025-04-20,SCH0167,Sharma Traders,Dal,10.8,Kg,972.0,PENDING,10.8,False,False,False
MDM010623,2025-07-27,SCH0010,S. Agro Works,Rice,,,468.0,PAID,,True,False,False
MDM003519,2025-06-18,SCH0432,Sharma Traders,Cooking Oil,19.8,Kg,2376.0,UNKNOWN,19.8,False,False,False
MDM011747,2025-08-13,SCH0476,Goyal Rice Mill,Atta,0.43,Bags,645.0,UNKNOWN,21.5,False,False,False
MDM002355,2025-07-16,SCH0280,Kumar Supplies,Wheat,51400.0,Grams,1542.0,DUE,51.4,False,False,False
MDM010780,2025-09-25,SCH0487,kumar general store,Wheat,18.7,Kg,561.0,PAID,18.7,False,False,False
MDM000774,2026-03-26,SCH0353,S. Agro Works,Dal,38300.0,Grams,3447.0,DUE,38.3,False,False,False
MDM010071,2025-07-15,SCH0193,Singh Brothers,Rice,35900.0,Grams,1436.0,UNKNOWN,35.9,False,False,True
MDM010885,2025-08-23,SCH0447,Singh Agro,Cooking Oil,52.0,Kg,6240.0,UNKNOWN,52.0,False,False,False
MDM005201,2025-08-22,SCH0218,Kumar & Co.,Dal,36.1,Kg,3249.0,UNKNOWN,36.1,False,False,False
MDM009774,2025-05-28,SCH0022,Kumar Supplies,Wheat,47.8,Kg,1434.0,PAID,47.8,False,False,False
MDM000642,2026-03-29,SCH0444,Singh Agro,Lentils,23.9,Kg,2151.0,PAID,23.9,False,False,False
MDM006474,2026-03-30,SCH0571,Sharma & Sons,Mustard Oil,0.7759999999999999,Bags,4656.0,UNKNOWN,38.8,False,False,True
MDM006051,2025-08-24,SCH0048,S. Agro Works,Dal,0.258,Bori,1161.0,PAID,12.9,False,False,False
MDM007268,2025-11-29,SCH0115,Sharma Traders,Dal,15.4,Kg,1386.0,UNKNOWN,15.4,False,False,False
MDM007728,2025-10-31,SCH0562,Kumar Supplies,Cooking Oil,57.4,Kg,6888.0,UNKNOWN,57.4,False,False,False
MDM004310,2025-05-10,SCH0426,Singh Agro,Lentils,39800.0,Grams,3582.0,PAID,39.8,False,False,False
MDM005205,2026-01-10,SCH0323,Kumar & Co.,Lentils,54.6,Kg,4914.0,DUE,54.6,False,False,False
MDM000866,2025-12-13,SCH0144,Singh Brothers,Rice,34.3,Kg,1372.0,PAID,34.3,False,False,False
MDM011214,2025-10-26,SCH0147,Singh Brothers,Rice,36500.0,Grams,1460.0,PAID,36.5,False,False,False
MDM011824,2025-06-23,SCH0162,S. Agro Works,Wheat,1.19,Bags,1785.0,PAID,59.5,False,False,False
MDM007534,2026-10-01,SCH0463,Kumar Supplies,Rice,24.3,Kg,972.0,PAID,24.3,False,False,False
MDM010369,2026-02-22,SCH0096,goyal mill,Dal,,,1854.0,PENDING,,True,False,False
MDM010194,2025-09-29,SCH0230,Goyal Enterprises,Pulses,39600.0,Grams,3564.0,PAID,39.6,False,False,False
MDM008315,2025-11-25,SCH0322,Goyal Enterprises,Rice,50.1,Kg,2004.0,PENDING,50.1,False,False,False
MDM000963,2025-07-24,SCH0182,Goyal Rice Mill,Wheat,0.616,50kg Bags,924.0,PENDING,30.8,False,False,False
MDM008328,2025-04-08,SCH0261,kumar general store,Cooking Oil,47.7,Kg,5724.0,PAID,47.7,False,False,False
MDM008658,2025-06-23,SCH0387,kumar general store,Rice,1.152,50kg Bags,2304.0,DUE,57.6,False,False,False
MDM006960,2026-01-19,SCH0229,Kumar Supplies,Wheat,,,384.0,PAID,,True,False,False
MDM003310,2025-01-11,SCH0454,Goyal Rice Mill,Pulses,51.4,Kg,4626.0,UNKNOWN,51.4,False,False,True
MDM002167,2026-01-19,SCH0191,Goyal Rice Mill,Rice,39.1,Kg,1564.0,PENDING,39.1,False,False,False
MDM000364,2025-04-03,SCH0419,Sharma Traders,Wheat,34700.0,Grams,1041.0,PENDING,34.7,False,False,False
MDM003724,2025-11-23,SCH0285,kumar general store,Dal,27.4,Kg,2466.0,UNKNOWN,27.4,False,False,False
MDM002826,2025-04-05,SCH0463,Kumar Supplies,Wheat,,,1470.0,UNKNOWN,,True,False,False
MDM006272,2025-07-27,SCH0455,Sharma Traders,Mustard Oil,48.6,Kg,5832.0,PAID,48.6,False,False,False
MDM003598,2025-05-13,SCH0287,Goyal Rice Mill,Dal,,,3474.0,UNKNOWN,,True,False,True
MDM004727,2025-02-08,SCH0538,Sharma Traders,Wheat,36.9,Kg,1107.0,UNKNOWN,36.9,False,False,True
MDM000547,2025-09-25,SCH0270,kumar general store,Wheat,41.8,Kg,1254.0,PAID,41.8,False,False,False
MDM002941,2026-01-22,SCH0591,Singh Brothers,Cooking Oil,46.6,Kg,5592.0,PAID,46.6,False,False,False
MDM000472,2026-02-14,SCH0218,Goyal Rice Mill,Rice,58.1,Kg,2324.0,DUE,58.1,False,False,False
MDM001642,2025-07-03,SCH0411,Kumar Supplies,Dal,43.7,Kg,3933.0,UNKNOWN,43.7,False,False,True
MDM011570,2025-11-13,SCH0358,Sharma & Sons,Wheat,26500.0,Grams,795.0,PAID,26.5,False,False,False
MDM003339,2026-01-14,SCH0556,Singh Agro,Rice,39.4,Kg,1576.0,UNKNOWN,39.4,False,False,False
MDM005610,2025-04-14,SCH0245,Kumar Supplies,Wheat,,,765.0,UNKNOWN,,True,False,True
MDM001173,2026-10-02,SCH0191,kumar general store,Dal,0.7120000000000001,50kg Bags,3204.0,PENDING,35.6,False,False,False
MDM007319,2025-11-30,SCH0137,goyal mill,Rice,20.2,Kg,808.0,PAID,20.2,False,False,False
MDM005274,2025-05-03,SCH0586,Kumar & Co.,Dal,0.37,50kg Bags,,UNKNOWN,18.5,False,True,False
MDM007887,2026-03-14,SCH0530,S. Agro Works,Cooking Oil,,,3492.0,PAID,,True,False,False
MDM007214,2025-06-24,SCH0335,Goyal Rice Mill,Cooking Oil,0.82,Bori,4920.0,PAID,41.0,False,False,False
MDM005567,2025-06-30,SCH0509,Kumar & Co.,Mustard Oil,0.316,Bags,1896.0,DUE,15.8,False,False,False
MDM005722,2025-04-01,SCH0160,Sharma & Sons,Wheat,49.3,Kg,1479.0,PENDING,49.3,False,False,False
MDM010567,2025-07-13,SCH0466,goyal mill,Rice,50.5,Kg,,UNKNOWN,50.5,False,True,True
MDM001411,2026-02-22,SCH0136,goyal mill,Dal,,,4149.0,PENDING,,True,False,False
MDM009951,2025-12-21,SCH0414,S. Agro Works,Mustard Oil,24.1,Kg,2892.0,PAID,24.1,False,False,False
MDM009494,2025-04-22,SCH0515,Singh Agro,Dal,0.8759999999999999,Bags,,PAID,43.8,False,True,False
MDM005681,2025-11-08,SCH0200,kumar general store,Dal,47600.0,Grams,4284.0,UNKNOWN,47.6,False,False,False
MDM009196,2026-03-29,SCH0518,Goyal Rice Mill,Dal,11.6,Kg,,DUE,11.6,False,True,False
MDM002695,2025-11-28,SCH0600,Sharma & Sons,Rice,0.642,Bags,1284.0,UNKNOWN,32.1,False,False,True
MDM000816,2025-04-14,SCH0411,Goyal Rice Mill,Wheat,46.6,Kg,1398.0,UNKNOWN,46.6,False,False,False
MDM002132,2025-12-05,SCH0217,Singh Brothers,Rice,58.8,Kg,2352.0,UNKNOWN,58.8,False,False,True
MDM001798,2026-03-29,SCH0315,kumar general store,Dal,46.4,Kg,4176.0,PAID,46.4,False,False,False
MDM004576,2025-11-02,SCH0508,Singh Brothers,Cooking Oil,48700.0,Grams,5844.0,UNKNOWN,48.7,False,False,True
MDM005191,2025-07-14,SCH0384,Sharma Traders,Wheat,0.44,Bags,660.0,DUE,22.0,False,False,False
MDM003123,2025-11-14,SCH0318,S. Agro Works,Atta,,,591.0,UNKNOWN,,True,False,False
MDM005366,2025-07-11,SCH0144,Singh Agro,Mustard Oil,0.462,Bori,2772.0,PENDING,23.1,False,False,False
MDM011440,2025-09-20,SCH0106,Sharma Traders,Cooking Oil,10600.0,Grams,1272.0,DUE,10.6,False,False,False
MDM004276,2025-08-11,SCH0251,Goyal Rice Mill,Wheat,0.86,50kg Bags,1290.0,UNKNOWN,43.0,False,False,False
MDM011682,2026-03-31,SCH0240,goyal mill,Wheat,25.0,Kg,750.0,DUE,25.0,False,False,False
MDM003090,2025-09-06,SCH0590,Sharma & Sons,Wheat,21.6,Kg,648.0,UNKNOWN,21.6,False,False,False
MDM011237,2025-10-14,SCH0180,goyal mill,Atta,17.6,Kg,528.0,PAID,17.6,False,False,False
MDM010467,2026-02-25,SCH0250,goyal mill,Cooking Oil,0.974,Bags,5844.0,UNKNOWN,48.7,False,False,True
MDM007797,2025-06-07,SCH0241,Singh Agro,Lentils,40.0,Kg,3600.0,PENDING,40.0,False,False,False
MDM005254,2025-04-30,SCH0408,Goyal Enterprises,Mustard Oil,57.4,Kg,6888.0,UNKNOWN,57.4,False,False,False
MDM000238,2026-03-02,SCH0562,Goyal Enterprises,Pulses,0.636,50kg Bags,2862.0,PAID,31.8,False,False,False
MDM001533,2025-11-14,SCH0142,Sharma Traders,Lentils,24100.0,Grams,2169.0,DUE,24.1,False,False,False
MDM011640,2026-02-03,SCH0205,Goyal Rice Mill,Mustard Oil,0.4320000000000001,Sacks,2592.0,UNKNOWN,21.600000000000005,False,False,True
MDM005852,2025-08-29,SCH0270,Singh Brothers,Mustard Oil,17.5,Kg,2100.0,PAID,17.5,False,False,False
MDM003411,2025-07-07,SCH0095,Sharma Traders,Wheat,46.5,Kg,1395.0,PAID,46.5,False,False,False
MDM002832,2025-10-11,SCH0368,goyal mill,Wheat,0.516,Bags,774.0,PAID,25.8,False,False,False
MDM011248,2025-12-28,SCH0229,Singh Agro,Wheat,0.652,Bori,978.0,PENDING,32.6,False,False,False
MDM001536,2026-03-29,SCH0100,S. Agro Works,Wheat,44.9,Kg,1347.0,PENDING,44.9,False,False,False
MDM003880,2025-11-26,SCH0204,S. Agro Works,Rice,0.45,Bags,900.0,UNKNOWN,22.5,False,False,False
MDM005303,2025-07-12,SCH0037,S. Agro Works,Mustard Oil,0.61,Sacks,3660.0,DUE,30.5,False,False,False
MDM008971,2025-08-27,SCH0454,kumar general store,Pulses,41.2,Kg,3708.0,PAID,41.2,False,False,False
MDM001300,2025-08-10,SCH0411,Sharma Traders,Mustard Oil,21.7,Kg,2604.0,PAID,21.7,False,False,False
MDM005500,2025-12-28,SCH0082,Kumar & Co.,Wheat,0.422,Bags,633.0,PAID,21.1,False,False,False
MDM005577,2026-02-04,SCH0123,Goyal Enterprises,Dal,47.2,Kg,4248.0,PAID,47.2,False,False,False
MDM008841,2025-05-06,SCH0029,S. Agro Works,Dal,26.2,Kg,2358.0,UNKNOWN,26.2,False,False,False
MDM001481,2026-02-03,SCH0205,Kumar Supplies,Mustard Oil,17.0,Kg,2040.0,DUE,17.0,False,False,False
MDM002794,2026-01-03,SCH0314,Singh Agro,Pulses,51.5,Kg,4635.0,UNKNOWN,51.5,False,False,True
MDM007434,2025-12-10,SCH0485,S. Agro Works,Rice,,,2256.0,UNKNOWN,,True,False,True
MDM005092,2026-01-19,SCH0155,Sharma Traders,Dal,,,4104.0,UNKNOWN,,True,False,False
MDM002330,2025-11-23,SCH0336,Singh Agro,Atta,,,1749.0,PENDING,,True,False,False
MDM006046,2025-07-21,SCH0117,goyal mill,Pulses,11700.0,Grams,1053.0,UNKNOWN,11.7,False,False,False
MDM005757,2025-12-21,SCH0160,Sharma & Sons,Cooking Oil,0.316,Sacks,1896.0,UNKNOWN,15.8,False,False,True
MDM007073,2025-07-06,SCH0302,Kumar & Co.,Wheat,0.218,Bags,327.0,PAID,10.9,False,False,False
MDM009187,2025-10-15,SCH0502,Goyal Enterprises,Dal,18.1,Kg,1629.0,PENDING,18.1,False,False,False
MDM003662,2025-11-01,SCH0306,goyal mill,Mustard Oil,28.0,Kg,3360.0,PAID,28.0,False,False,False
MDM000556,2025-04-09,SCH0368,Sharma Traders,Rice,54.0,Kg,2160.0,DUE,54.0,False,False,False
MDM004826,2025-05-03,SCH0006,Singh Agro,Atta,0.632,Bags,948.0,UNKNOWN,31.6,False,False,True
MDM001164,2025-07-15,SCH0330,Sharma Traders,Rice,16.9,Kg,676.0,PAID,16.9,False,False,False
MDM007631,2025-10-16,SCH0420,S. Agro Works,Mustard Oil,53.4,Kg,6408.0,PAID,53.4,False,False,False
MDM004716,2025-11-27,SCH0268,Kumar Supplies,Dal,25.3,Kg,2277.0,DUE,25.3,False,False,False
MDM000398,2025-09-06,SCH0104,Goyal Rice Mill,Rice,28500.0,Grams,1140.0,UNKNOWN,28.5,False,False,False
MDM009603,2025-04-11,SCH0340,goyal mill,Dal,58.9,Kg,5301.0,UNKNOWN,58.9,False,False,False
MDM008087,2025-03-04,SCH0185,Singh Agro,Atta,50.5,Kg,1515.0,PENDING,50.5,False,False,False
MDM006523,2025-02-05,SCH0101,Goyal Rice Mill,Pulses,0.8440000000000001,Bori,3798.0,UNKNOWN,42.2,False,False,False
MDM008052,2025-10-04,SCH0546,Singh Agro,Lentils,0.8079999999999999,Bags,3636.0,UNKNOWN,40.4,False,False,False
MDM006572,2025-12-16,SCH0074,Singh Agro,Dal,30100.0,Grams,2709.0,PAID,30.1,False,False,False
MDM000724,2026-03-18,SCH0419,S. Agro Works,Dal,40500.0,Grams,3645.0,UNKNOWN,40.5,False,False,False
MDM000301,2026-03-24,SCH0030,S. Agro Works,Rice,21500.0,Grams,860.0,DUE,21.5,False,False,False
MDM010375,2025-10-05,SCH0229,Sharma Traders,Mustard Oil,20.0,Kg,2400.0,UNKNOWN,20.0,False,False,False
MDM009588,2026-03-16,SCH0047,Sharma Traders,Wheat,0.84,Sacks,1260.0,PAID,42.0,False,False,False
MDM004295,2025-08-22,SCH0330,Goyal Enterprises,Wheat,42300.0,Grams,1269.0,UNKNOWN,42.3,False,False,True
MDM004186,2025-10-27,SCH0495,Sharma Traders,Rice,41500.0,Grams,1660.0,UNKNOWN,41.5,False,False,False
MDM010714,2025-04-01,SCH0307,Sharma Traders,Lentils,39.2,Kg,3528.0,UNKNOWN,39.2,False,False,True
MDM005675,2026-09-01,SCH0569,Sharma & Sons,Dal,0.754,Bags,3393.0,UNKNOWN,37.7,False,False,True
MDM003143,2025-11-05,SCH0051,Kumar Supplies,Wheat,23900.0,Grams,717.0,PAID,23.9,False,False,False
MDM008199,2025-12-18,SCH0175,Sharma Traders,Wheat,22.5,Kg,,PAID,22.5,False,True,False
MDM011914,2025-04-14,SCH0365,Goyal Enterprises,Rice,51800.0,Grams,2072.0,UNKNOWN,51.8,False,False,False
MDM003206,2025-12-26,SCH0534,Singh Brothers,Dal,34.3,Kg,3087.0,PAID,34.3,False,False,False
MDM004956,2025-11-12,SCH0152,Kumar & Co.,Dal,19.8,Kg,1782.0,UNKNOWN,19.8,False,False,False
MDM004583,2026-03-13,SCH0326,Singh Agro,Dal,40.3,Kg,3627.0,PAID,40.3,False,False,False
MDM011187,2025-05-26,SCH0092,kumar general store,Rice,,,1000.0,PAID,,True,False,False
MDM011829,2025-11-03,SCH0219,goyal mill,Dal,45.0,Kg,4050.0,DUE,45.0,False,False,False
MDM006909,2025-11-05,SCH0053,Goyal Rice Mill,Mustard Oil,15.2,Kg,1824.0,DUE,15.2,False,False,False
MDM011960,2025-08-14,SCH0013,goyal mill,Wheat,39200.0,Grams,1176.0,UNKNOWN,39.2,False,False,False
MDM009714,2025-07-10,SCH0266,Kumar & Co.,Wheat,0.866,Bori,1299.0,PENDING,43.3,False,False,False
MDM001153,2025-08-14,SCH0141,Goyal Enterprises,Wheat,54.5,Kg,1635.0,PENDING,54.5,False,False,False
MDM001213,2025-10-09,SCH0025,Singh Agro,Cooking Oil,18.3,Kg,2196.0,PENDING,18.3,False,False,False
MDM004504,2026-03-26,SCH0032,goyal mill,Rice,20200.0,Grams,808.0,UNKNOWN,20.2,False,False,False
MDM010143,2026-01-27,SCH0059,Singh Brothers,Wheat,0.918,Bags,1377.0,PENDING,45.9,False,False,False
MDM011990,2025-12-08,SCH0099,kumar general store,Wheat,,,,UNKNOWN,,True,True,True
MDM009011,2026-01-12,SCH0296,Kumar & Co.,Dal,16.7,Kg,1503.0,PAID,16.7,False,False,False
MDM005428,2026-03-09,SCH0531,Sharma Traders,Mustard Oil,,,3120.0,UNKNOWN,,True,False,False
MDM007385,2025-10-08,SCH0351,goyal mill,Wheat,37.2,Kg,1116.0,PAID,37.2,False,False,False
MDM007238,2025-06-20,SCH0330,Kumar & Co.,Rice,0.272,Bags,544.0,UNKNOWN,13.6,False,False,False
MDM000666,2026-02-02,SCH0234,Singh Agro,Rice,14700.0,Grams,,DUE,14.7,False,True,False
MDM011130,2026-02-04,SCH0364,Singh Agro,Wheat,49.7,Kg,,PENDING,49.7,False,True,False
MDM000643,2025-10-30,SCH0148,kumar general store,Wheat,0.722,50kg Bags,1083.0,DUE,36.1,False,False,False
MDM003768,2025-12-21,SCH0162,Kumar Supplies,Dal,21200.0,Grams,1908.0,UNKNOWN,21.2,False,False,True
MDM004273,2025-05-26,SCH0301,kumar general store,Mustard Oil,,,6156.0,PAID,,True,False,False
MDM011586,2025-10-20,SCH0597,Goyal Rice Mill,Wheat,,,1215.0,PAID,,True,False,False
MDM000787,2025-11-12,SCH0193,Kumar Supplies,Pulses,25.4,Kg,2286.0,PAID,25.4,False,False,False
MDM002858,2025-05-03,SCH0515,Singh Agro,Dal,51.3,Kg,4617.0,DUE,51.3,False,False,False
MDM003203,2025-10-27,SCH0346,Goyal Enterprises,Lentils,,,3105.0,PENDING,,True,False,False
MDM007377,2025-06-23,SCH0273,Goyal Rice Mill,Pulses,,,2034.0,UNKNOWN,,True,False,False
